product,tier_name,lowest_paid_tier_annual_price,research
1Password,Individual,35.88,"{'tier_name': ""The tier name 'Individual' is the lowest paid tier for 1Password, as confirmed directly from their official pricing page at https://1password.com/pricing/password-manager [9918d9]."", 'lowest_paid_tier_annual_price': ""The Individual tier costs $35.88 USD per year according to 1Password's official pricing page [9918d9]. This is calculated from the monthly price of $2.99 USD per month paid annually. This is the cheapest paid plan offered by 1Password; all other tiers (Families at $53.88/year, Teams Starter at $239.40/year, and Business at $95.88/user/year) are more expensive. The pricing information was last verified on 2026-01-21 from the official 1Password pricing page.""}"
LastPass,Premium,36.0,"{'tier_name': ""The tier name 'Premium' is the lowest paid tier offered by LastPass, based on the official LastPass pricing page (https://www.lastpass.com/pricing) [7d0cab]."", 'lowest_paid_tier_annual_price': 'The Premium tier costs $3.00/month when billed annually, which equals $36.00 per year according to the official LastPass pricing page [7d0cab]. This is the lowest-priced paid tier, below the Families plan ($48/year), Teams plan ($51/user/year), Business plan ($84/user/year), and Business Max plan ($108/user/year). The Free tier is not counted as it has no cost.'}"
Bitwarden,Premium,19.8,"{'tier_name': ""The lowest paid tier for Bitwarden is named 'Premium' according to both the current pricing page and help documentation [e8b939, 2cb65a]. This is the individual plan tier, distinct from organizational plans like Families, Teams, and Enterprise."", 'lowest_paid_tier_annual_price': ""The Premium individual plan costs $1.65 per month billed annually, which equals $19.80 USD per year [2cb65a]. This was confirmed on the current products/personal page dated 2026-01-21 [e8b939]. The Premium tier is the cheapest paid option available, as Bitwarden also offers a free 'Basic' tier but the task requires the lowest paid tier, not free tiers.""}"
Dashlane,Premium,30.0,"{'tier_name': ""The tier name 'Premium' is identified as the lowest paid tier on Dashlane's official pricing page for personal users [1699dd]. This page shows Premium is available at $2.50 per month when billed annually, which translates to $30 annually."", 'lowest_paid_tier_annual_price': ""The annual price of $30 USD for the Premium tier is directly stated on Dashlane's official personal pricing page as of January 21, 2026 [1699dd]. This is currently a discounted price (50% off) that is valid through January 26, 2026. The regular non-discounted price would be $60 annually, but the reported price reflects what customers pay currently on the official pricing page. There is also a Friends & Family tier at $7.49/month, but that is designed for multiple users (up to 10 members) and appears to be a different category of plan.""}"
Keeper,Business Starter Password Manager,24.0,"{'tier_name': ""The lowest paid tier across all Keeper pricing options is the Business Starter Password Manager [92dee3]. This is a per-user pricing model available for business/enterprise customers, priced at $2.00 per user per month when billed annually [92dee3]. While Keeper also offers a Personal plan for individual users at $39.99 per year [553ed9], the Business Starter tier represents the lowest absolute price point in Keeper's paid tier lineup."", 'lowest_paid_tier_annual_price': ""The Business Starter Password Manager is priced at $2.00 per user per month, billed annually, which calculates to $24.00 per user per year [92dee3]. This represents the lowest paid tier across all of Keeper's offerings. Note: This plan requires a minimum of 5 users [3bfc72], so the actual minimum annual commitment would be $120 (5 users × $24/user/year), but the per-user pricing tier is $24/year. The official pricing information was obtained from Keeper Security's pricing pages as of January 21, 2026 [92dee3, 553ed9, 3bfc72].""}"
GitBook,Premium,770.0,"{'tier_name': ""The lowest paid tier is Premium, as confirmed on GitBook's official pricing page dated 2026-01-21 [d77b00]. The page lists Premium as $65 per site/month + $12 per user/month, with Ultimate and Enterprise as higher tiers."", 'lowest_paid_tier_annual_price': ""Calculated from the Premium tier pricing of $65/site/month + $12/user/month = $77/month for a baseline configuration (one site, one user). GitBook's annual payment offers 2 months free, making the annual cost $77 × 10 = $770 [d77b00]. This represents the cost with the annual discount applied. Note: The actual cost may vary if additional users or sites are needed, but the base Premium tier follows this pricing structure.""}"
Readme,Startup,948.0,"{'tier_name': ""The lowest paid tier for ReadMe is named 'Startup' according to the official pricing page at https://readme.com/pricing [db57bf]."", 'lowest_paid_tier_annual_price': 'The Startup tier is priced at $79 per month when billed annually [db57bf]. This calculation yields an annual price of $948 USD ($79 × 12 = $948). The official pricing page indicates this is the lowest paid tier, with a free tier available above it.'}"
Mintlify,Pro,2550.0,"{'tier_name': ""The tier name 'Pro' is identified as the lowest paid tier on Mintlify's official pricing page [5286c9]. The Hobby tier is free, and the Custom tier requires sales contact, making Pro the lowest paid option."", 'lowest_paid_tier_annual_price': ""The annual price of $2,550 for the Pro tier is directly stated on Mintlify's pricing page as the annual billing option with up to 15% savings compared to monthly billing at $250/month [5286c9]. Source: https://www.mintlify.com/pricing, accessed 2026-01-21.""}"
Docusaurus,No paid tier - Docusaurus is free and open-source,0.0,"{'lowest_paid_tier_annual_price': 'Docusaurus is a free, open-source project with no paid tiers. According to the official Docusaurus homepage (queried on 2026-01-21) [39727d], there is no pricing information, paid plans, or tiers available. Multiple sources confirm Docusaurus is 100% free under the MIT license with no hidden fees. Since there are no paid tiers, the annual price is 0 as instructed.', 'tier_name': 'Docusaurus is an open-source static site generator with no commercial paid tier structure. It is developed and maintained by Meta as a free tool for building documentation websites. There is no named paid tier to report.'}"
Archbee,Growing,960.0,"{'tier_name': ""According to Archbee's official pricing page as of 2026-01-21, the cheapest paid tier is named 'Growing' [63e854]."", 'lowest_paid_tier_annual_price': 'The Growing tier is priced at $80 per month. Converting to annual pricing: $80 × 12 = $960 USD annually [63e854]. This is the lowest paid tier offered by Archbee; a free tier exists but the task requires the cheapest paid plan.'}"
Slite,Standard,96.0,"{'tier_name': ""The lowest paid tier is called 'Standard' according to Slite's official pricing page [6d3ef3]. This is the first paid tier offered, with higher tiers being 'Knowledge Suite' at $20/user/month and 'Enterprise' with custom pricing."", 'lowest_paid_tier_annual_price': 'The Standard tier costs $8 per user per month when billed yearly [6d3ef3]. Multiplying by 12 months gives an annual price of $96 per user. The pricing information was obtained directly from https://slite.com/pricing on 2026-01-21, which is current and authoritative.'}"
Statuspage,Hobby,348.0,"{'tier_name': ""The tier name 'Hobby' was identified as the lowest paid tier on the official Atlassian Statuspage pricing page [774ee0]."", 'lowest_paid_tier_annual_price': 'The Hobby plan costs $29 per month according to the Atlassian Statuspage pricing page [774ee0]. This was converted to an annual price by multiplying $29 × 12 = $348 USD. This is the lowest paid tier; free tiers (if any) were excluded as per the task requirements.'}"
Instatus,Pro,240.0,"{'tier_name': ""The lowest paid tier is called 'Pro', as confirmed by multiple sources. Instatus has a free 'Starter' plan, making 'Pro' the lowest paid tier [2bd7a1]. This is also corroborated by multiple third-party pricing aggregators and deal sites that list Pro as the first paid plan."", 'lowest_paid_tier_annual_price': 'The Pro plan is priced at $20 per month [2bd7a1]. The annual price is calculated as $20 × 12 = $240. This pricing is consistent across multiple recent sources including joinsecret.com (dated January 2026), Netolink, GetApp, and The CPO Club, all confirming the $20/month price point for the Pro plan.'}"
Openstatus,Starter,360.0,"{'tier_name': ""The lowest paid tier is called 'Starter' as confirmed on Openstatus's official pricing page [310f5f]."", 'lowest_paid_tier_annual_price': 'The Starter tier is priced at $30/month, which equals $360 annually when multiplied by 12 [310f5f]. Openstatus has three tiers: Hobby (free at $0/month), Starter (lowest paid at $30/month), and Pro ($100/month) [310f5f]. The calculation of annual price from monthly: $30/month × 12 months = $360/year.'}"
Hyperping,Hobby,140.0,"{'tier_name': ""The tier name 'Hobby' was identified as the lowest paid tier on Hyperping's official pricing page [e0746b]."", 'lowest_paid_tier_annual_price': 'The Hobby tier is priced at $140 USD annually, which equates to approximately $12 per month when billed yearly, as stated on the Hyperping pricing page [e0746b]. This is the lowest paid tier offered by Hyperping.'}"
Bugsnag,Select,240.0,"{'tier_name': ""The lowest paid tier is called 'Select' according to Bugsnag's official pricing page (Document ID: 7da6da), which was last updated on 2026-01-21."", 'lowest_paid_tier_annual_price': ""The Select tier is priced at $20 per month, which equals $240 annually ($20 × 12). This information comes from Bugsnag's official pricing page (Document ID: 7da6da), current as of 2026-01-21. Other paid tiers include 'Preferred' at $33/month and 'Enterprise' with custom pricing, making 'Select' the cheapest paid option.""}"
Rollbar,Essentials,189.96,"{'tier_name': ""The tier name 'Essentials' is the lowest paid tier at Rollbar, as confirmed on their official pricing page [146812]."", 'lowest_paid_tier_annual_price': ""The annual price of $189.96 USD is for the Essentials tier, calculated from the monthly price of $15.83 multiplied by 12 months, as stated on Rollbar's official pricing page dated 2026-01-21 [146812]. This is the lowest paid tier; there is also a free tier and higher-priced tiers like Advanced ($390.00 annually) and Enterprise (custom pricing).""}"
Airbrake,Tier 1,228.0,"{'tier_name': ""The lowest paid tier is called 'Tier 1' according to Airbrake's pricing page FAQ section [8fe72a]."", 'lowest_paid_tier_annual_price': 'Tier 1 is priced at $19/month for 25,000 errors [8fe72a]. The annual price is calculated as $19 × 12 = $228 USD. This is the cheapest paid plan offered by Airbrake, excluding any free tier.'}"
Raygun,Basic,480.0,"{'tier_name': ""The lowest paid tier is named 'Basic' as stated on Raygun's official pricing page [2979a0]. This is the Basic tier for Crash Reporting, which is Raygun's cheapest offering across all product categories."", 'lowest_paid_tier_annual_price': 'The Basic plan for Crash Reporting is priced at $40 per month when billed annually [2979a0]. Multiplying the monthly charge by 12 months yields an annual cost of $480 USD. The billing documentation confirms that annual plans are charged as monthly installments calculated annually (e.g., $160/month × 12 = $1,920 annually) [da5b36], suggesting the $40/month figure represents the monthly cost component of the annual billing cycle.'}"
Cypress Cloud,Team,799.0,"{'tier_name': 'The Team plan is confirmed as the lowest paid tier for Cypress Cloud. Cypress Cloud offers a free Starter tier, making Team the cheapest paid option [89831c]. The pricing page at https://www.cypress.io/pricing lists Team, Business, and Enterprise tiers, with Team being the first paid tier after the free Starter plan.', 'lowest_paid_tier_annual_price': ""The Team plan costs $799 per year, billed as $67 per month when paid annually [89831c]. This was obtained directly from Cypress Cloud's official pricing page at https://www.cypress.io/pricing.""}"
Playwright,No paid tier,0.0,"{'lowest_paid_tier_annual_price': 'Playwright is an open-source, free framework with no paid tiers and no monetization model [ce357d]. Multiple sources confirm Playwright operates with no cost: it is completely free to use as it is released under Apache-2.0 open-source licensing [d5918c, ce357d]. There are related services like Microsoft Playwright Testing (which uses consumption-based pricing per test minute, not tier-based) and Currents.dev (a third-party dashboard with $49/month Team plan), but these are not the official Playwright product. The official Playwright at playwright.dev has no paid tier [ce357d].', 'tier_name': 'Playwright is an open-source product with no paid tiers, only a free offering. Therefore there is no named tier for a paid plan [ce357d].'}"
BrowserStack,Requestly - Lite,96.0,"{'tier_name': ""The lowest paid tier across all BrowserStack products is Requestly - Lite, which is listed on BrowserStack's official pricing page [64e50b]. Requestly is included as one of BrowserStack's product offerings."", 'lowest_paid_tier_annual_price': ""Requestly - Lite is priced at $8/month billed annually, which equals $96 per year [64e50b]. While BrowserStack's core testing products have a Freelancer Plan starting at $12.50/month ($150/year), the Requestly product line offers the lowest price point. Data retrieved from https://www.browserstack.com/pricing as of January 21, 2026.""}"
Sauce Labs,Live Testing,468.0,"{'tier_name': ""The lowest paid tier is named 'Live Testing' according to Sauce Labs' official pricing page (Document ID: ddae75, accessed 2026-01-21 from https://saucelabs.com/pricing)"", 'lowest_paid_tier_annual_price': 'The Live Testing tier is priced at $39 per month when billed annually. Annual price calculated as $39 × 12 = $468 USD (Document ID: ddae75, accessed 2026-01-21 from https://saucelabs.com/pricing)'}"
LambdaTest,Live,180.0,"{'tier_name': ""The lowest paid tier for LambdaTest (now TestMu AI) is called 'Live', as confirmed by both the official pricing page at testmu.ai/pricing and SaaSworthy's pricing database [8ff820, 4d297c]."", 'lowest_paid_tier_annual_price': ""The Live plan costs $15 per month when billed annually, which equals $180 annually [8ff820]. This was verified by multiple sources including the official TestMu AI (formerly LambdaTest) pricing page and SaaSworthy's January 2026 pricing data [8ff820, 4d297c]. The product was rebranded from LambdaTest to TestMu AI, but pricing information for both names refers to the same service.""}"
Postman,Basic,168.0,"{'tier_name': ""The lowest paid tier is called 'Basic' as confirmed on Postman's official pricing page [63c9db]."", 'lowest_paid_tier_annual_price': ""The Basic tier is priced at $14 per user/month when billed annually according to Postman's pricing page [63c9db]. Multiplying by 12 months gives $168 annual price per user. Note that this is a per-user subscription model, so the actual cost scales with the number of users in a team.""}"
Insomnia,Pro,144.0,"{'tier_name': ""The lowest paid tier is named 'Pro' according to Insomnia's official pricing page (https://insomnia.rest/pricing) dated 2026-01-21 [fb1dc5]. The pricing page shows two paid tiers: Pro and Enterprise, with Pro being the lowest-cost paid option."", 'lowest_paid_tier_annual_price': 'The Pro tier costs $12 per user per month according to the official Insomnia pricing page [fb1dc5]. The annual price is calculated as $12 × 12 months = $144 per user per year. There is also a free tier available, but the task requests the lowest paid (not free) tier, which is Pro.'}"
Hoppscotch,Organization,72.0,"{'tier_name': ""The lowest paid tier is named 'Organization' according to the official Hoppscotch pricing page (Document ID: 85fb16), which was last updated on 2026-01-21."", 'lowest_paid_tier_annual_price': 'The annual price is $72 per user per year, derived from the pricing structure of $6 per user/month billed annually on the official Hoppscotch pricing page (Document ID: 85fb16, dated 2026-01-21). This represents the lowest paid plan tier available, as Hoppscotch also offers a free tier but the task requires the lowest paid tier specifically.'}"
RapidAPI,No paid tier found,0.0,"{'lowest_paid_tier_annual_price': ""RapidAPI does not have publicly available subscription pricing. According to G2.com, 'RapidAPI has not provided public pricing information for its product or service' [c65622]. TrustRadius indicates that 'RapidAPI does not currently have any pricing plans listed' [c9d8a1]. RapidAPI appears to operate as a free API marketplace platform where users can access thousands of APIs at no cost to use the platform itself. Individual APIs listed on the RapidAPI Hub may have their own paid subscription plans, but these are separate from RapidAPI's platform pricing. Since no paid tier exists for the RapidAPI platform service itself, the price is reported as 0."", 'tier_name': ""RapidAPI does not appear to offer paid subscription tiers for its platform service. The platform itself is free to use [c65622, c9d8a1]. While individual APIs within the RapidAPI Hub may have paid plans, these are not RapidAPI's own subscription tiers but rather pricing set by individual API providers.""}"
Kong,Pro,144.0,"{'tier_name': ""Kong offers two product lines. Kong Insomnia Pro is the lowest paid tier across Kong's product offerings at $12 per user per month. Source: https://konghq.com/pricing [2d5349]"", 'lowest_paid_tier_annual_price': 'Kong Insomnia Pro costs $12 per user per month, which equals $144 per user annually ($12 × 12 months). This is lower than Kong Konnect Plus, which starts at $300/year for a Serverless API Gateway. Note: this is a per-user subscription for an API development/testing tool (Insomnia), not an API management/gateway tier. If seeking an API gateway/management product specifically, Kong Konnect Plus (Serverless) at $300/year would be the lowest paid tier. Source: https://konghq.com/pricing [2d5349]'}"
HashiCorp Vault,Starter,4320.0,"{'tier_name': ""For HCP Vault Dedicated, the lowest paid production-ready tier is called 'Starter' [2a7d4a]. There is also a 'Development' tier at $21.60/month ($259.20 annually), but it is explicitly stated as not suitable for production, so Starter is the lowest viable paid tier."", 'lowest_paid_tier_annual_price': 'The Starter tier for HCP Vault Dedicated costs $360/month, which equals $4,320 annually ($360 * 12) [2a7d4a]. This is based on a 2025 pricing guide. HashiCorp Vault has multiple deployment options (HCP Vault Secrets with usage-based pricing, HCP Vault Dedicated with fixed pricing, and Enterprise). The Starter tier at $4,320/year represents the lowest paid tier for a production-ready managed deployment.'}"
Doppler,Team,252.0,"{'tier_name': ""Based on Doppler's official pricing page [8c9cc2], the Developer plan is free for the first 3 users with additional users at $8/month each, making it not a true 'paid tier' in the traditional sense. The Team plan at $21/month per user is the lowest traditional paid tier where all users are charged. The Enterprise plan has custom pricing. Therefore, the Team plan is the lowest paid tier."", 'lowest_paid_tier_annual_price': ""The Team plan costs $21/month per user [8c9cc2]. Multiplying by 12 months yields $252 annually per user. This is the lowest paid tier's annual price calculated from the monthly rate as instructed in the task.""}"
Infisical,Team,96.0,"{'tier_name': ""According to TrustRadius, Infisical offers a 'Team' tier as the lowest paid plan at $8 per month [78ff8c]. The official Infisical pricing page lists 'Pro' at $18/month as the lowest paid tier [705119], but TrustRadius data indicates a Team tier at $8/month exists. The Team tier at $8/month is the lowest paid option identified."", 'lowest_paid_tier_annual_price': 'The $8/month Team tier pricing from TrustRadius [78ff8c] multiplied by 12 months equals $96 annually. This is lower than the Pro tier at $18/month ($216 annually) shown on the official Infisical pricing page [705119]. Given the discrepancy between sources, the Team tier at $8/month appears to be current pricing as of January 2026, making the annual cost $96.'}"
Dotenv Vault,Solo,60.0,"{'tier_name': ""The lowest paid tier is named 'Solo' according to Dotenv Vault's official pricing page [210c56]. This was confirmed as the lowest paid tier (with 'Team' being the other tier), with the Solo plan at $5 USD per month per user."", 'lowest_paid_tier_annual_price': 'The Solo tier costs $5 USD per month. Multiplying by 12 months yields an annual price of $60 USD per user. Source: https://www.dotenv.org/vault/pricing.html [210c56].'}"
Inngest,Pro,900.0,"{'tier_name': ""The lowest paid tier is called 'Pro' according to Inngest's official pricing page [22bca3], accessed on 2026-01-21."", 'lowest_paid_tier_annual_price': 'The Pro plan is priced at $75/month according to the official Inngest pricing page [22bca3]. This converts to $900 annually (75 × 12 = 900). The pricing page was last updated on 2026-01-21.'}"
Trigger.dev,Hobby,120.0,"{'tier_name': ""The Hobby tier is identified as the lowest paid tier on Trigger.dev's pricing page [769268]. It is the cheapest plan excluding the free tier."", 'lowest_paid_tier_annual_price': ""The Hobby tier costs $10/month according to Trigger.dev's pricing page [769268]. The annual price is calculated as $10/month × 12 months = $120 USD per year.""}"
Quirrel,Service Terminated,0.0,"{'lowest_paid_tier_annual_price': 'Quirrel is no longer accepting new customers and the service terminated on August 1, 2022 [c4ed61]. All paying customers were billed through July 2022, after which billing ceased [c4ed61]. Since the service is no longer operational, there is no current pricing available. Historically, a $20/month plan was mentioned in community newsletters, but this is not currently available. Using 0 per instructions since the product no longer has active pricing.', 'tier_name': 'Quirrel was acquired by Netlify in 2021 and is no longer accepting new customers [c4ed61]. The service terminated as of August 1, 2022, so no tiers are currently available.'}"
Mergent,Standard,240.0,"{'tier_name': ""The tier name 'Standard' comes from Mergent's pricing documentation at https://docs.mergent.co/pricing [ee3a8c], which describes this as the pay-as-you-go plan that represents the lowest paid tier (free tier is not a paid option, and Enterprise requires custom contact)."", 'lowest_paid_tier_annual_price': 'The Standard plan charges $20.00 per month for the minimum base tier of 10,000 invocations [ee3a8c]. Calculated as $20.00 × 12 months = $240.00 USD annually. This is usage-based pricing, so actual costs scale with usage, but $240 represents the minimum annual commitment for this paid tier.'}"
